20110614,0.3,0.0,0.06,0,0
20100513,0.5,0.0,0.12,0,0
20090626,0.0,0.0,0.08,0,0
20080429,0.5,0.5,0.1,0,0
20070529,0.0,0.0,0.35,0,0
20060628,0.0,0.0,0.18,0,0
20050630,0.0,0.0,0.075,0,0
20030724,0.0,0.0,0.08,0,0
20020819,0.0,0.0,0.13,0,0
20010829,0.0,0.0,0.2,0,0
20000721,0.0,0.0,0.1,0,0
19990721,0.0,0.0,0.2,0,0
19980730,0.1,0.0,0.2,0,0
19970709,0.1538,0.1538,0.0769,0,0
19960729,0.0,0.0,0.2,0,0
19950711,0.3,0.0,0.1,0,0
19940627,0.6,0.0,0.2,0,0
19930607,0.3,0.0,0.0,0,0
