20110706,0.0,0.0,0.05,0,0
20100714,0.1,0.0,0.0,0,0
20090618,0.0,0.0,0.055,0,0
20080514,0.1,0.1,0.0,0,0
20070625,0.15,0.2,0.0,0,0
20060724,0.0,0.0,0.03,0,0
20060417,0.0,0.3,0.0,0,0
20050826,0.0,0.3,0.0,0,0
20040705,0.0,0.0,0.15,0,0
20030714,0.0,0.0,0.18,0,0
20020531,0.0,0.0,0.21,0,0
20010725,0.0,0.0,0.2,0,0
20000713,0.0,0.0,0.15,0,0
19980330,0.315,0.185,0.0,0,0
19970513,0.1188,0.8812,0.0,0,0
19960927,0.25,0.0,0.0,0,0
19960603,0.0,0.0,0.26,0,0
19950710,0.1,0.0,0.2,0,0
19940307,0.7,0.0,0.0,0,0
19930315,0.0,0.0,0.1936,0,0
