20110722,0.0,0.0,0.463,0,0
20100806,0.0,0.0,0.325,0,0
20090717,0.0,0.0,0.5,0,0
20080725,0.0,0.0,0.678,0,0
20070705,0.0,0.0,0.576,0,0
20060619,0.0,0.0,0.747,0,0
20050706,0.0,0.3,0.637,0,0
20040622,0.0,0.3,0.496,0,0
20030724,0.0,0.0,0.288,0,0
20020708,0.0,0.0,0.102,0,0
20010716,0.0,0.0,0.129,0,0
20000724,0.0,0.0,0.116,0,0
19990721,0.0,0.0,0.087,0,0
19980720,0.0,0.0,0.146,0,0
19970704,0.0,0.0,0.169,0,0
19960624,0.0,0.0,0.195,0,0
19950530,0.0,0.0,0.197,0,0
19940613,0.1,0.0,0.081,0,0
