20110609,0.0,0.0,0.1,0,0
20100513,0.0,0.5,0.1,0,0
20090527,0.0,0.0,0.1,0,0
20080508,0.5,0.0,0.4,0,0
20070608,0.0,1.0,0.35,0,0
20060614,0.0,0.0,0.25,0,0
20050707,0.0,0.3,0.15,0,0
20040628,0.0,0.0,0.12,0,0
20030707,0.0,0.0,0.1,0,0
20020625,0.0,0.0,0.2,0,0
20010705,0.0,0.0,0.3,0,0
20000706,0.0,0.0,0.28,0,0
19990712,0.0,0.0,0.25,0,0
19981023,0.0,0.3,0.0,0,0
19980717,0.0,0.0,0.2,0,0
19970623,0.2,0.0,0.0,0,0
19960808,0.1,0.0,0.2,0,0
19950809,0.0,0.0,0.43,0,0
19940407,1.0,0.0,0.15,0,0
