20110704,0.0,0.0,0.05,0,0
20100727,0.5,0.3,0.08,0,0
20090612,0.0,0.1,0.07,0,0
20080808,0.2,0.0,0.1,0,0
20070618,0.0,0.3,0.06,0,0
20060316,0.0,0.0,0.12,0,0
20050609,0.0,0.0,0.12,0,0
20040701,0.0,0.0,0.08,0,0
20030604,0.0,0.0,0.08,0,0
20020604,0.0,0.0,0.08,0,0
20010718,0.0,0.0,0.1,0,0
20000712,0.0,0.0,0.1,0,0
19990622,0.0,0.0,0.15,0,0
19980706,0.3,0.1,0.1,0,0
19970609,0.1,0.0,0.1,0,0
19960711,0.1,0.0,0.15,0,0
19950515,0.0,0.0,0.25,0,0
19940516,0.3,0.0,0.1,0,0
19930802,0.1,0.0,0.0,0,0
