20110815,0.0,0.0,0.1,0,0
20100823,0.0,0.0,0.1,0,0
20090810,0.0,0.0,0.1,0,0
20080820,0.0,0.0,0.1,0,0
20070801,0.0,0.0,0.2,0,0
20060801,0.0,0.0,0.1,0,0
20050808,0.0,0.0,0.1,0,0
20040804,0.0,0.0,0.05,0,0
20030819,0.0,0.0,0.08,0,0
20020823,0.0,0.0,0.05,0,0
20010824,0.0,0.0,0.16,0,0
20000828,0.1,0.0,0.1,0,0
19990827,0.0,0.0,0.15,0,0
19980630,0.0,0.0,0.2,0,0
19980123,0.1245,0.0255,0.0,0,0
19960806,0.0,0.0,0.165,0,0
19950809,0.0,0.0,0.2,0,0
19940509,0.0,0.0,0.185,0,0
