20110919,0.0,0.0,0.1,0,0
20110620,0.0,0.0,0.13,0,0
20100913,0.0,0.0,0.08,0,0
20100617,0.0,0.0,0.11,0,0
20090922,0.0,0.0,0.07,0,0
20090615,0.0,0.0,0.09,0,0
20080922,0.0,0.0,0.03,0,0
20080616,0.0,0.0,0.115,0,0
20070919,0.0,0.0,0.05,0,0
20070618,0.0,0.0,0.11,0,0
20060914,0.0,0.0,0.04,0,0
20060619,0.0,0.0,0.09,0,0
20050921,0.0,0.0,0.04,0,0
20050606,0.0,0.0,0.08,0,0
20040921,0.0,0.0,0.04,0,0
20040607,0.0,0.0,0.06,0,0
20030922,0.0,0.0,0.03,0,0
20030623,0.0,0.0,0.06,0,0
20020923,0.0,0.0,0.02,0,0
20020722,0.0,0.0,0.08,0,0
