20110623,0.0,0.0,0.25,0,0
20100624,0.0,0.0,0.22,0,0
20090626,0.0,0.4,0.22,0,0
20080606,0.0,0.5,0.585,0,0
20070608,0.0,0.3,0.5,0,0
20060627,0.0,0.0,0.49,0,0
20050614,0.0,0.0,0.48,0,0
20040622,0.0,0.0,0.46,0,0
20030623,0.0,0.0,0.42,0,0
20020625,0.0,0.0,0.4,0,0
20010718,0.0,0.0,0.38,0,0
20000620,0.0,0.1,0.35,0,0
19990629,0.0,0.0,0.402,0,0
19980721,0.0,0.0,0.4,0,0
19970730,0.0,0.0,0.477,0,0
19960917,0.0,0.5,0.0,0,0
19960610,0.0,0.0,0.68,0,0
19950726,0.0,0.0,0.81,0,0
19940506,0.4,0.1,0.3,0,0
