20110708,0.0,0.0,0.1,0,0
20100722,0.0,0.0,0.2,0,0
20090722,0.0,0.0,0.06,0,0
20080710,0.0,0.0,0.12,0,0
20070704,0.0,0.0,0.18,0,0
20060623,0.0,0.0,0.18,0,0
20050616,0.0,0.0,0.18,0,0
20040624,0.0,0.0,0.25,0,0
20030530,0.0,0.0,0.23,0,0
20020611,0.0,0.0,0.22,0,0
20010517,0.0,0.0,0.15,0,0
20001024,0.2,0.8,0.04,0,0
20000619,0.0,0.0,0.3,0,0
19990617,0.0,0.0,0.4,0,0
19980616,0.0,0.3,0.3,0,0
19970612,0.2,0.0,0.2,0,0
19960624,0.0,0.0,0.33,0,0
19950809,0.0,0.0,0.6,0,0
19940328,0.2,0.6,0.2,0,0
